"Disp (mm) " "Load (kN)" "d (raw)" "f (raw)"
1.2847 1.1144 3.0993 1.6217
1.2680 1.0868 3.0826 1.5941
1.2513 1.0590 3.0659 1.5663
1.2346 1.0304 3.0492 1.5377
1.2180 1.0026 3.0326 1.5099
1.2013 0.9751 3.0159 1.4824
1.1847 0.9487 2.9993 1.4560
1.1680 0.9223 2.9826 1.4296
1.1513 0.8942 2.9659 1.4015
1.1346 0.8680 2.9492 1.3754
1.1180 0.8413 2.9326 1.3486
1.1013 0.8143 2.9159 1.3216
1.0847 0.7881 2.8993 1.2954
1.0680 0.7616 2.8826 1.2689
1.0514 0.7340 2.8660 1.2413
1.0346 0.7086 2.8492 1.2159
1.0180 0.6820 2.8326 1.1893
1.0013 0.6556 2.8159 1.1629
0.9847 0.6300 2.7993 1.1374
0.9680 0.6038 2.7826 1.1111
0.9513 0.5774 2.7659 1.0848
0.9346 0.5525 2.7492 1.0598
0.9180 0.5264 2.7326 1.0337
0.9013 0.5022 2.7159 1.0095
0.8847 0.4777 2.6993 0.9850
0.8680 0.4526 2.6826 0.9599
0.8513 0.4285 2.6659 0.9359
0.8346 0.4045 2.6492 0.9118
0.8180 0.3801 2.6326 0.8875
0.8013 0.3564 2.6159 0.8637
0.7847 0.3336 2.5993 0.8409
0.7680 0.3112 2.5826 0.8185
0.7514 0.2875 2.5660 0.7948
0.7346 0.2646 2.5492 0.7719
0.7180 0.2429 2.5326 0.7502
0.7013 0.2203 2.5159 0.7276
0.6847 0.1986 2.4993 0.7059
0.6680 0.1790 2.4826 0.6863
0.6514 0.1592 2.4660 0.6665
0.6346 0.1393 2.4492 0.6466
0.6180 0.1195 2.4326 0.6268
0.6013 0.0998 2.4159 0.6071
0.5846 0.0822 2.3992 0.5895
0.5680 0.0644 2.3826 0.5717
0.5513 0.0482 2.3659 0.5556
0.5346 0.0313 2.3492 0.5386
0.5180 0.0145 2.3326 0.5219
0.5013 -0.0015 2.3159 0.5058
0.4847 -0.0171 2.2993 0.4902
0.4680 -0.0334 2.2826 0.4740
0.4513 -0.0489 2.2659 0.4584
0.4346 -0.0632 2.2492 0.4441
0.4180 -0.0784 2.2326 0.4289
0.4013 -0.0925 2.2159 0.4148
0.3847 -0.1071 2.1993 0.4002
0.3844 -0.1073 2.1990 0.4000
0.3844 -0.1073 2.1990 0.4000
0.3844 -0.1073 2.1990 0.4000
0.4002 -0.0953 2.2148 0.4120
0.4176 -0.0644 2.2322 0.4429
0.4344 -0.0307 2.2490 0.4766
0.4511 0.0018 2.2657 0.5091
0.4677 0.0335 2.2823 0.5408
0.4844 0.0670 2.2990 0.5743
0.5010 0.1004 2.3156 0.6077
0.5177 0.1340 2.3323 0.6413
0.5343 0.1697 2.3489 0.6770
0.5510 0.2033 2.3656 0.7106
0.5677 0.2362 2.3823 0.7435
0.5844 0.2713 2.3990 0.7787
0.6010 0.3067 2.4156 0.8140
0.6178 0.3428 2.4324 0.8501
0.6344 0.3788 2.4490 0.8861
0.6510 0.4142 2.4656 0.9215
0.6676 0.4499 2.4822 0.9572
0.6844 0.4866 2.4990 0.9939
0.7010 0.5249 2.5156 1.0323
0.7178 0.5629 2.5324 1.0702
0.7344 0.6011 2.5490 1.1085
0.7511 0.6403 2.5657 1.1477
0.7677 0.6787 2.5823 1.1860
0.7844 0.7178 2.5990 1.2251
0.8010 0.7572 2.6156 1.2645
0.8177 0.7954 2.6323 1.3027
0.8344 0.8358 2.6490 1.3431
0.8511 0.8755 2.6657 1.3828
0.8677 0.9156 2.6823 1.4229
0.8844 0.9555 2.6990 1.4628
0.9011 0.9935 2.7157 1.5008
0.9177 1.0327 2.7323 1.5400
0.9344 1.0731 2.7490 1.5804
0.9510 1.1126 2.7656 1.6200
0.9676 1.1528 2.7822 1.6601
0.9844 1.1957 2.7990 1.7030
1.0010 1.2368 2.8156 1.7441
1.0177 1.2794 2.8323 1.7867
1.0344 1.3228 2.8490 1.8301
1.0510 1.3653 2.8656 1.8726
1.0677 1.4084 2.8823 1.9157
1.0844 1.4510 2.8990 1.9583
1.1010 1.4945 2.9156 2.0018
1.1177 1.5380 2.9323 2.0453
1.1344 1.5807 2.9490 2.0880
1.1510 1.6238 2.9656 2.1311
1.1677 1.6679 2.9823 2.1752
1.1844 1.7103 2.9990 2.2176
1.2010 1.7537 3.0156 2.2610
1.2177 1.7973 3.0323 2.3046
1.2343 1.8392 3.0489 2.3465
1.2511 1.8837 3.0657 2.3910
1.2678 1.9267 3.0824 2.4340
1.2844 1.9693 3.0990 2.4767
1.3010 2.0128 3.1156 2.5201
1.3177 2.0557 3.1323 2.5630
1.3344 2.1004 3.1490 2.6077
1.3510 2.1449 3.1656 2.6522
1.3677 2.1871 3.1823 2.6944
1.3844 2.2314 3.1990 2.7387
1.4011 2.2736 3.2157 2.7809
1.4177 2.3166 3.2323 2.8239
1.4344 2.3608 3.2490 2.8681
1.4511 2.4052 3.2657 2.9125
1.4677 2.4498 3.2823 2.9571
1.4843 2.4931 3.2989 3.0005
1.5010 2.5379 3.3156 3.0452
1.5177 2.5839 3.3323 3.0913
1.5344 2.6286 3.3490 3.1360
1.5510 2.6731 3.3656 3.1804
1.5678 2.7176 3.3824 3.2249
1.5844 2.7619 3.3990 3.2692
1.6010 2.8054 3.4156 3.3128
1.6177 2.8501 3.4323 3.3575
1.6344 2.8947 3.4490 3.4020
1.6510 2.9396 3.4656 3.4469
1.6678 2.9863 3.4824 3.4936
1.6844 3.0307 3.4990 3.5380
1.7011 3.0762 3.5157 3.5835
1.7177 3.1220 3.5323 3.6293
1.7344 3.1654 3.5490 3.6728
1.7510 3.2111 3.5656 3.7184
1.7677 3.2565 3.5823 3.7638
1.7844 3.3037 3.5990 3.8111
1.8011 3.3517 3.6157 3.8590
1.8177 3.3987 3.6323 3.9061
1.8344 3.4482 3.6490 3.9555
1.8511 3.4977 3.6657 4.0051
1.8677 3.5470 3.6823 4.0543
1.8844 3.5964 3.6990 4.1037
1.9011 3.6455 3.7157 4.1529
1.9177 3.6941 3.7323 4.2015
1.9344 3.7451 3.7490 4.2524
1.9511 3.7932 3.7657 4.3005
1.9678 3.8421 3.7824 4.3494
1.9844 3.8921 3.7990 4.3994
2.0010 3.9410 3.8156 4.4484
2.0177 3.9913 3.8323 4.4986
2.0344 4.0420 3.8490 4.5493
2.0510 4.0918 3.8656 4.5991
2.0678 4.1432 3.8824 4.6505
2.0844 4.1920 3.8990 4.6994
2.1011 4.2419 3.9157 4.7492
2.1177 4.2945 3.9323 4.8018
2.1344 4.3448 3.9490 4.8521
2.1510 4.3964 3.9656 4.9037
2.1678 4.4481 3.9824 4.9554
2.1844 4.4985 3.9990 5.0058
2.2011 4.5499 4.0157 5.0572
2.2177 4.6006 4.0323 5.1079
2.2344 4.6511 4.0490 5.1584
2.2510 4.7012 4.0656 5.2085
2.2677 4.7516 4.0823 5.2590
2.2843 4.8018 4.0989 5.3091
2.3010 4.8533 4.1156 5.3606
2.3176 4.9048 4.1322 5.4121
2.3344 4.9566 4.1490 5.4639
2.3511 5.0083 4.1657 5.5156
2.3678 5.0596 4.1824 5.5669
2.3844 5.1106 4.1990 5.6179
2.4010 5.1615 4.2156 5.6688
2.4177 5.2118 4.2323 5.7191
2.4344 5.2632 4.2490 5.7705
2.4510 5.3130 4.2656 5.8203
2.4677 5.3655 4.2823 5.8728
2.4844 5.4164 4.2990 5.9237
2.5011 5.4680 4.3157 5.9753
2.5177 5.5192 4.3323 6.0265
2.5344 5.5719 4.3490 6.0792
2.5510 5.6233 4.3656 6.1306
2.5677 5.6746 4.3823 6.1819
2.5843 5.7247 4.3989 6.2320
2.6010 5.7765 4.4156 6.2838
2.6177 5.8283 4.4323 6.3357
2.6344 5.8786 4.4490 6.3859
2.6510 5.9309 4.4656 6.4382
2.6677 5.9825 4.4823 6.4898
2.6844 6.0345 4.4990 6.5418
2.7010 6.0871 4.5156 6.5944
2.7176 6.1388 4.5322 6.6461
2.7344 6.1911 4.5490 6.6984
2.7511 6.2433 4.5657 6.7506
2.7678 6.2944 4.5824 6.8017
2.7843 6.3453 4.5989 6.8526
2.8010 6.3985 4.6156 6.9058
2.8177 6.4493 4.6323 6.9566
2.8344 6.5017 4.6490 7.0090
2.8510 6.5529 4.6656 7.0602
2.8678 6.6042 4.6824 7.1116
2.8844 6.6560 4.6990 7.1633
2.9011 6.7078 4.7157 7.2151
2.9177 6.7599 4.7323 7.2672
2.9344 6.8122 4.7490 7.3196
2.9510 6.8639 4.7656 7.3712
2.9677 6.9156 4.7823 7.4229
2.9844 6.9685 4.7990 7.4758
3.0011 7.0215 4.8157 7.5288
3.0177 7.0744 4.8323 7.5817
3.0344 7.1267 4.8490 7.6340
3.0510 7.1769 4.8656 7.6842
3.0677 7.2291 4.8823 7.7364
3.0844 7.2789 4.8990 7.7862
3.1010 7.3291 4.9156 7.8364
3.1177 7.3819 4.9323 7.8892
3.1344 7.4322 4.9490 7.9395
3.1510 7.4858 4.9656 7.9931
3.1678 7.5395 4.9824 8.0468
3.1844 7.5901 4.9990 8.0974
3.2010 7.6419 5.0156 8.1492
3.2177 7.6926 5.0323 8.2000
3.2343 7.7418 5.0489 8.2491
3.2510 7.7933 5.0656 8.3007
3.2677 7.8435 5.0823 8.3508
3.2844 7.8944 5.0990 8.4018
3.3011 7.9463 5.1157 8.4537
3.3177 7.9970 5.1323 8.5043
3.3344 8.0466 5.1490 8.5539
3.3510 8.0964 5.1656 8.6037
3.3677 8.1461 5.1823 8.6534
3.3844 8.1956 5.1990 8.7030
3.4011 8.2450 5.2157 8.7523
3.4177 8.2929 5.2323 8.8002
3.4344 8.3421 5.2490 8.8494
3.4511 8.3905 5.2657 8.8978
3.4677 8.4403 5.2823 8.9476
3.4844 8.4892 5.2990 8.9965
3.5010 8.5379 5.3156 9.0452
3.5177 8.5884 5.3323 9.0957
3.5344 8.6379 5.3490 9.1452
3.5511 8.6871 5.3657 9.1944
3.5677 8.7367 5.3823 9.2440
3.5844 8.7853 5.3990 9.2926
3.6010 8.8331 5.4156 9.3404
3.6177 8.8900 5.4323 9.3973
3.6344 8.9506 5.4490 9.4580
3.6510 9.0145 5.4656 9.5218
3.6677 9.0778 5.4823 9.5851
3.6844 9.1407 5.4990 9.6480
3.7010 9.2062 5.5156 9.7135
3.7177 9.2684 5.5323 9.7758
3.7344 9.3316 5.5490 9.8390
3.7510 9.3966 5.5656 9.9039
3.7677 9.4599 5.5823 9.9672
3.7844 9.5266 5.5990 10.0339
3.8010 9.5948 5.6156 10.1021
3.8178 9.6615 5.6324 10.1688
3.8344 9.7312 5.6490 10.2385
3.8511 9.8003 5.6657 10.3077
3.8677 9.8684 5.6823 10.3757
3.8844 9.9383 5.6990 10.4456
3.9010 10.0066 5.7156 10.5140
3.9177 10.0770 5.7323 10.5843
3.9344 10.1477 5.7490 10.6550
3.9511 10.2184 5.7657 10.7257
3.9677 10.2945 5.7823 10.8018
3.9844 10.3795 5.7990 10.8868
4.0010 10.4674 5.8156 10.9748
4.0177 10.5584 5.8323 11.0657
4.0344 10.6487 5.8490 11.1560
4.0510 10.7409 5.8656 11.2482
4.0677 10.8336 5.8823 11.3409
4.0844 10.9284 5.8990 11.4357
4.1010 11.0243 5.9156 11.5316
4.1178 11.1254 5.9324 11.6327
4.1344 11.2258 5.9490 11.7331
4.1510 11.3271 5.9656 11.8344
4.1677 11.4319 5.9823 11.9392
4.1844 11.5339 5.9990 12.0412
4.2010 11.6381 6.0156 12.1454
4.2178 11.7431 6.0324 12.2504
4.2344 11.8485 6.0490 12.3558
4.2511 11.9571 6.0657 12.4644
4.2677 12.0650 6.0823 12.5724
4.2844 12.1763 6.0990 12.6836
4.3010 12.2915 6.1156 12.7988
4.3177 12.4051 6.1323 12.9124
4.3344 12.5210 6.1490 13.0283
4.3511 12.6372 6.1657 13.1445
4.3677 12.7607 6.1823 13.2680
4.3844 12.8890 6.1990 13.3963
4.4010 13.0176 6.2156 13.5249
4.4177 13.1482 6.2323 13.6555
4.4344 13.2816 6.2490 13.7889
4.4510 13.4155 6.2656 13.9228
4.4676 13.5520 6.2822 14.0593
4.4844 13.6920 6.2990 14.1993
4.5011 13.8320 6.3157 14.3394
4.5177 13.9755 6.3323 14.4828
4.5344 14.1180 6.3490 14.6253
4.5510 14.2637 6.3656 14.7711
4.5677 14.4111 6.3823 14.9185
4.5844 14.5604 6.3990 15.0677
4.6010 14.7098 6.4156 15.2171
4.6178 14.8692 6.4324 15.3765
4.6344 15.0305 6.4490 15.5378
4.6510 15.2031 6.4656 15.7105
4.6677 15.3803 6.4823 15.8876
4.6844 15.5570 6.4990 16.0643
4.7010 15.7412 6.5156 16.2485
4.7177 15.9274 6.5323 16.4348
4.7343 16.1140 6.5489 16.6213
4.7511 16.3092 6.5657 16.8165
4.7678 16.5029 6.5824 17.0102
4.7844 16.7022 6.5990 17.2095
4.8010 16.9076 6.6156 17.4149
4.8177 17.1157 6.6323 17.6230
4.8344 17.3322 6.6490 17.8396
4.8510 17.5521 6.6656 18.0595
4.8677 17.7758 6.6823 18.2831
4.8844 18.0134 6.6990 18.5207
4.9011 18.2497 6.7157 18.7570
4.9177 18.4908 6.7323 18.9981
4.9344 18.7374 6.7490 19.2448
4.9511 18.9840 6.7657 19.4913
4.9677 19.2343 6.7823 19.7416
4.9840 19.4844 6.7986 19.9918
5.0000 19.7349 6.8146 20.2422
5.0158 19.9851 6.8304 20.4924
5.0313 20.2351 6.8459 20.7425
5.0470 20.4855 6.8616 20.9928
5.0622 20.7358 6.8768 21.2431
5.0774 20.9859 6.8920 21.4932
5.0925 21.2359 6.9071 21.7432
5.1074 21.4860 6.9220 21.9933
5.1220 21.7362 6.9366 22.2435
5.1366 21.9867 6.9512 22.4940
5.1509 22.2367 6.9655 22.7440
5.1651 22.4873 6.9797 22.9946
5.1795 22.7376 6.9941 23.2449
5.1936 22.9880 7.0082 23.4953
5.2078 23.2381 7.0224 23.7455
5.2218 23.4883 7.0364 23.9956
5.2356 23.7386 7.0502 24.2459
5.2492 23.9887 7.0638 24.4960
5.2629 24.2387 7.0775 24.7460
5.2767 24.4891 7.0913 24.9964
5.2901 24.7394 7.1047 25.2467
5.3037 24.9895 7.1183 25.4969
5.3170 25.2396 7.1316 25.7469
5.3303 25.4901 7.1449 25.9974
5.3432 25.7405 7.1578 26.2479
5.3565 25.9907 7.1711 26.4980
5.3696 26.2407 7.1842 26.7481
5.3825 26.4908 7.1971 26.9981
5.3955 26.7413 7.2101 27.2486
5.4085 26.9915 7.2231 27.4988
5.4213 27.2417 7.2359 27.7491
5.4340 27.4921 7.2486 27.9994
5.4468 27.7427 7.2614 28.2500
5.4594 27.9932 7.2740 28.5005
5.4719 28.2435 7.2865 28.7508
5.4846 28.4939 7.2992 29.0012
5.4971 28.7443 7.3117 29.2517
5.5096 28.9946 7.3242 29.5020
5.5217 29.2449 7.3363 29.7523
5.5340 29.4953 7.3486 30.0026
5.5461 29.7460 7.3607 30.2533
5.5579 29.9967 7.3725 30.5040
5.5698 30.2471 7.3844 30.7544
5.5818 30.4972 7.3964 31.0045
5.5938 30.7475 7.4084 31.2548
5.6057 30.9977 7.4203 31.5050
5.6178 31.2480 7.4324 31.7554
5.6298 31.4987 7.4444 32.0060
5.6416 31.7487 7.4562 32.2561
5.6533 31.9989 7.4679 32.5062
5.6650 32.2491 7.4796 32.7565
5.6767 32.4997 7.4913 33.0070
5.6883 32.7498 7.5029 33.2571
5.6998 32.9998 7.5144 33.5071
5.7114 33.2503 7.5260 33.7577
5.7229 33.5006 7.5375 34.0079
5.7344 33.7510 7.5490 34.2583
5.7458 34.0013 7.5604 34.5087
5.7573 34.2518 7.5719 34.7591
5.7690 34.5021 7.5836 35.0094
5.7807 34.7527 7.5953 35.2600
5.7922 35.0033 7.6068 35.5106
5.8037 35.2538 7.6183 35.7611
5.8151 35.5043 7.6297 36.0117
5.8264 35.7544 7.6410 36.2617
5.8374 36.0049 7.6520 36.5123
5.8487 36.2553 7.6633 36.7626
5.8600 36.5054 7.6746 37.0127
5.8713 36.7556 7.6859 37.2629
5.8825 37.0058 7.6971 37.5131
5.8938 37.2563 7.7084 37.7636
5.9052 37.5064 7.7198 38.0137
5.9163 37.7567 7.7309 38.2640
5.9275 38.0068 7.7421 38.5142
5.9386 38.2571 7.7532 38.7644
5.9499 38.5077 7.7645 39.0150
5.9612 38.7584 7.7758 39.2657
5.9723 39.0085 7.7869 39.5158
5.9836 39.2591 7.7982 39.7664
5.9947 39.5092 7.8093 40.0165
6.0059 39.7596 7.8205 40.2670
6.0170 40.0101 7.8316 40.5174
6.0282 40.2605 7.8428 40.7678
6.0392 40.5107 7.8538 41.0180
6.0502 40.7610 7.8648 41.2683
6.0610 41.0117 7.8756 41.5190
6.0721 41.2622 7.8867 41.7695
6.0832 41.5125 7.8978 42.0199
6.0942 41.7627 7.9088 42.2700
6.1054 42.0135 7.9200 42.5208
6.1165 42.2637 7.9311 42.7710
6.1277 42.5138 7.9423 43.0212
6.1388 42.7644 7.9534 43.2717
6.1499 43.0147 7.9645 43.5220
6.1610 43.2648 7.9756 43.7721
6.1721 43.5151 7.9867 44.0224
6.1831 43.7655 7.9977 44.2728
6.1943 44.0159 8.0089 44.5233
6.2052 44.2667 8.0198 44.7740
6.2160 44.5173 8.0306 45.0246
6.2268 44.7680 8.0414 45.2753
6.2375 45.0184 8.0521 45.5257
6.2485 45.2686 8.0631 45.7759
6.2595 45.5191 8.0741 46.0264
6.2706 45.7693 8.0852 46.2766
6.2819 46.0199 8.0965 46.5273
6.2930 46.2700 8.1076 46.7773
6.3044 46.5204 8.1190 47.0277
6.3157 46.7708 8.1303 47.2782
6.3268 47.0212 8.1414 47.5285
6.3378 47.2717 8.1524 47.7790
6.3489 47.5223 8.1635 48.0296
6.3599 47.7727 8.1745 48.2800
6.3708 48.0231 8.1854 48.5304
6.3818 48.2732 8.1964 48.7805
6.3928 48.5237 8.2074 49.0311
6.4042 48.7745 8.2188 49.2818
6.4154 49.0248 8.2300 49.5321
6.4266 49.2755 8.2412 49.7829
6.4376 49.5263 8.2522 50.0336
6.4489 49.7765 8.2635 50.2838
6.4600 50.0271 8.2746 50.5344
6.4712 50.2777 8.2858 50.7851
6.4823 50.5284 8.2969 51.0358
6.4934 50.7791 8.3080 51.2864
6.5045 51.0295 8.3191 51.5368
6.5156 51.2800 8.3302 51.7874
6.5266 51.5302 8.3412 52.0375
6.5375 51.7803 8.3521 52.2876
6.5486 52.0306 8.3632 52.5379
6.5595 52.2806 8.3741 52.7879
6.5707 52.5313 8.3853 53.0386
6.5820 52.7817 8.3966 53.2890
6.5932 53.0323 8.4078 53.5396
6.6044 53.2829 8.4190 53.7903
6.6156 53.5334 8.4302 54.0408
6.6268 53.7838 8.4414 54.2911
6.6380 54.0342 8.4526 54.5416
6.6491 54.2850 8.4637 54.7923
6.6601 54.5356 8.4747 55.0429
6.6714 54.7863 8.4860 55.2936
6.6826 55.0364 8.4972 55.5437
6.6936 55.2869 8.5082 55.7942
6.7046 55.5375 8.5192 56.0448
6.7155 55.7875 8.5301 56.2949
6.7266 56.0378 8.5412 56.5451
6.7374 56.2879 8.5520 56.7952
6.7485 56.5381 8.5631 57.0454
6.7596 56.7886 8.5742 57.2959
6.7709 57.0386 8.5855 57.5459
6.7822 57.2888 8.5968 57.7961
6.7934 57.5394 8.6080 58.0467
6.8048 57.7897 8.6194 58.2970
6.8162 58.0398 8.6308 58.5471
6.8274 58.2902 8.6420 58.7976
6.8383 58.5408 8.6529 59.0482
6.8494 58.7911 8.6640 59.2984
6.8605 59.0413 8.6751 59.5486
6.8716 59.2915 8.6862 59.7988
6.8826 59.5420 8.6972 60.0493
6.8937 59.7921 8.7083 60.2994
6.9052 60.0428 8.7198 60.5501
6.9163 60.2933 8.7309 60.8007
6.9276 60.5435 8.7422 61.0509
6.9389 60.7936 8.7535 61.3009
6.9502 61.0439 8.7648 61.5512
6.9615 61.2943 8.7761 61.8016
6.9726 61.5446 8.7872 62.0520
6.9837 61.7948 8.7983 62.3021
6.9948 62.0454 8.8094 62.5528
7.0060 62.2954 8.8206 62.8028
7.0172 62.5458 8.8318 63.0532
7.0285 62.7958 8.8431 63.3032
7.0398 63.0459 8.8544 63.5532
7.0510 63.2963 8.8656 63.8036
7.0623 63.5465 8.8769 64.0539
7.0735 63.7972 8.8881 64.3045
7.0850 64.0478 8.8996 64.5552
7.0962 64.2983 8.9108 64.8057
7.1075 64.5489 8.9221 65.0562
7.1188 64.7993 8.9334 65.3066
7.1302 65.0497 8.9448 65.5570
7.1416 65.3003 8.9562 65.8076
7.1529 65.5504 8.9675 66.0577
7.1643 65.8009 8.9789 66.3082
7.1759 66.0514 8.9905 66.5587
7.1875 66.3015 9.0021 66.8088
7.1990 66.5518 9.0136 67.0591
7.2107 66.8020 9.0253 67.3094
7.2223 67.0528 9.0369 67.5601
7.2337 67.3030 9.0483 67.8103
7.2452 67.5530 9.0598 68.0603
7.2569 67.8031 9.0715 68.3104
7.2685 68.0533 9.0831 68.5606
7.2802 68.3033 9.0948 68.8106
7.2916 68.5536 9.1062 69.0609
7.3033 68.8037 9.1179 69.3110
7.3149 69.0543 9.1295 69.5616
7.3264 69.3044 9.1410 69.8117
7.3378 69.5548 9.1524 70.0622
7.3495 69.8050 9.1641 70.3124
7.3610 70.0558 9.1756 70.5631
7.3727 70.3063 9.1873 70.8136
7.3842 70.5567 9.1988 71.0640
7.3956 70.8072 9.2102 71.3145
7.4072 71.0573 9.2218 71.5646
7.4189 71.3075 9.2335 71.8148
7.4303 71.5577 9.2449 72.0650
7.4421 71.8080 9.2567 72.3153
7.4538 72.0582 9.2684 72.5655
7.4655 72.3087 9.2801 72.8160
7.4773 72.5590 9.2919 73.0663
7.4892 72.8090 9.3038 73.3163
7.5011 73.0597 9.3157 73.5670
7.5130 73.3098 9.3276 73.8171
7.5249 73.5602 9.3395 74.0675
7.5367 73.8106 9.3513 74.3180
7.5484 74.0607 9.3630 74.5680
7.5596 74.3108 9.3742 74.8181
7.5710 74.5614 9.3856 75.0687
7.5826 74.8120 9.3972 75.3193
7.5944 75.0623 9.4090 75.5696
7.6061 75.3125 9.4207 75.8198
7.6180 75.5627 9.4326 76.0700
7.6300 75.8128 9.4446 76.3201
7.6421 76.0629 9.4567 76.5702
7.6539 76.3135 9.4685 76.8208
7.6657 76.5638 9.4803 77.0711
7.6775 76.8139 9.4921 77.3213
7.6890 77.0640 9.5036 77.5713
7.7007 77.3145 9.5153 77.8218
7.7126 77.5648 9.5272 78.0721
7.7241 77.8153 9.5387 78.3226
7.7358 78.0654 9.5504 78.5727
7.7476 78.3154 9.5622 78.8227
7.7595 78.5659 9.5741 79.0732
7.7714 78.8160 9.5860 79.3234
7.7834 79.0665 9.5980 79.5738
7.7954 79.3168 9.6100 79.8241
7.8075 79.5669 9.6221 80.0742
7.8196 79.8170 9.6342 80.3243
7.8314 80.0671 9.6460 80.5744
7.8430 80.3142 9.6576 80.8216
