"Disp (mm)" "Load (kN)" "d (raw)" "f (raw)"
7.8061 66.0471 7.8062 66.2958
7.8227 66.2817 7.8228 66.5304
7.8395 66.5210 7.8395 66.7697
7.8560 66.7492 7.8561 66.9980
7.8728 66.9787 7.8728 67.2274
7.8894 67.2046 7.8895 67.4533
7.9061 67.4313 7.9061 67.6800
7.9227 67.6619 7.9228 67.9106
7.9394 67.8921 7.9395 68.1408
7.9560 68.1149 7.9561 68.3636
7.9728 68.3456 7.9728 68.5943
7.9894 68.5691 7.9894 68.8178
8.0061 68.8028 8.0062 69.0516
8.0228 69.0292 8.0228 69.2779
8.0394 69.2535 8.0395 69.5022
8.0560 69.4735 8.0560 69.7222
8.0728 69.7026 8.0728 69.9513
8.0894 69.9236 8.0894 70.1723
8.1061 70.1487 8.1061 70.3974
8.1227 70.3724 8.1228 70.6211
8.1394 70.6001 8.1395 70.8489
8.1561 70.8263 8.1562 71.0751
8.1728 71.0490 8.1728 71.2977
8.1868 71.2334 8.1868 71.4821
